nom,prenom,email,sexe,nationalite,telephone,ects,date_admission,pays,ville,universite,entreprise,nouveau_universite,type_contrat,duree_contrat,activite,etude
Gilemette,Wortley,gwortley66@theatlantic.com,Female,Serbia,+381 120 161 2078,2,6/3/2018,Maroc,Casablanca,SUPINFO de Casablanca,,Singidunum University,,,"'JPO','Salon etudiant','JoForum'",continue
Dyanna,Reynoldson,dreynoldson67@youku.com,Female,Latvia,+371 886 891 5610,47,13/9/2011,Italie,Rome,SUPINFO de Rome,,Police Academy of Latvia,,,"'JPO','Salon etudiant','JoForum'",continue
Gabie,Wandrack,gwandrack68@dedecms.com,Female,Indonesia,+62 770 577 3778,22,12/11/2016,Maroc,Casablanca,SUPINFO de Casablanca,MRC,Universitas Katolik Soegijapranoto,CTT,62,"'JPO','Salon etudiant','JoForum'",continue
Rory,Nickell,rnickell69@icio.us,Male,Philippines,+63 453 622 4620,2,20/2/2018,Maroc,Casablanca,SUPINFO de Casablanca,ADVENCE CAMEROUN,Feati University,Alternance,22,"'JPO','Salon etudiant','JoForum'",stop
Peterus,Basler,pbasler6a@indiegogo.com,Male,Peru,+51 640 815 9167,24,4/4/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,CDISCOUNT,Universidad Andina del Cusco,CDI,5,"'JPO','Salon etudiant','JoForum'",stop
Stephanus,Gayton,sgayton6b@yolasite.com,Male,Russia,+7 849 239 7234,46,23/7/2019,Belgique,Bruxelle,SUPINFO de Bruxelle,OPEN,Kemerovo State University,Interim,53,"'JPO','Salon etudiant','JoForum'",continue
Abbe,Licciardello,alicciardello6c@statcounter.com,Male,New Caledonia,+687 104 637 4145,5,29/8/2013,Maurice,Port Louis,SUPINFO de Port Louis,ADVENCE CAMEROUN,University of New Caledonia,CTT,26,"'JPO','Salon etudiant','JoForum'",continue
Kalle,Tabourel,ktabourel6d@pen.io,Male,Ukraine,+380 621 152 4536,49,29/5/2016,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Odessa National Marine University,,,"'JPO','Salon etudiant','JoForum'",stop
Cairistiona,Brealey,cbrealey6e@yellowpages.com,Female,China,+86 574 626 6349,19,1/2/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,ASTEK,Buddhist Acamedy of China,CTT,16,"'JPO','Salon etudiant','JoForum'",finish
Janis,Faireclough,jfaireclough6f@vistaprint.com,Female,China,+86 233 111 6141,24,3/10/2019,Maroc,Casablanca,SUPINFO de Casablanca,ALL4TEST,Wuhan University of Technology,Interim,57,"'JPO','Salon etudiant','JoForum'",continue
Adolph,Van Dale,avandale6g@google.nl,Male,Greece,+30 768 929 9347,41,16/5/2010,France,Lyon,SUPINFO de Lyon,,University of Indianapolis in Athens,,,"'JPO','Salon etudiant','JoForum'",finish
Sybilla,Gateshill,sgateshill6h@msu.edu,Female,China,+86 812 636 1317,15,26/3/2016,Maurice,Port Louis,SUPINFO de Port Louis,CONNEXTIC,Shanghai Ouhua Vocational Technical College,Alternance,46,"'JPO','Salon etudiant','JoForum'",continue
Eleonora,Hamnett,ehamnett6i@123-reg.co.uk,Female,China,+86 813 575 8396,42,14/11/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,ASI,Anhui University of Traditional Chinese Medicine,CDI,25,"'JPO','Salon etudiant','JoForum'",continue
Chris,Buer,cbuer6j@linkedin.com,Male,China,+86 372 533 5676,18,30/8/2020,France,Paris,SUPINFO de Paris,,Southwest University of Science and Technology,,,"'JPO','Salon etudiant','JoForum'",stop
Link,Corradeschi,lcorradeschi6k@360.cn,Male,Vietnam,+84 554 818 1112,10,4/11/2014,Reunion,Saint Denis,SUPINFO de Saint Denis,,Binh Duong University,,,"'JPO','Salon etudiant','JoForum'",finish
Eveline,Danforth,edanforth6l@answers.com,Female,China,+86 371 753 5502,68,24/10/2018,Italie,Rome,SUPINFO de Rome,AMAZON,Yunnan University,CDD,4,"'JPO','Salon etudiant','JoForum'",finish
Eduard,Ivshin,eivshin6m@howstuffworks.com,Male,Yemen,+967 420 509 1349,8,8/1/2016,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Alahgaff University,,,"'JPO','Salon etudiant','JoForum'",stop
Claudian,Bleby,cbleby6n@blogger.com,Male,Indonesia,+62 777 509 7030,64,27/8/2017,Maroc,Casablanca,SUPINFO de Casablanca,MTN,Universitas Diponegoro,Interim,40,"'JPO','Salon etudiant','JoForum'",finish
Misty,Lemmer,mlemmer6o@slashdot.org,Female,Gambia,+220 524 653 8805,64,22/8/2013,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,SAFRAM,University of the Gambia,CTT,45,"'JPO','Salon etudiant','JoForum'",continue
Lavina,Alabaster,lalabaster6p@deviantart.com,Female,France,+33 152 890 0743,70,6/12/2013,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,CONNEXTIC,Ecole Nationale Supérieure d'Ingenieurs Electriciens de Grenoble,CTT,70,"'JPO','Salon etudiant','JoForum'",stop
Darn,Prise,dprise6q@ebay.co.uk,Male,China,+86 480 190 6949,31,10/12/2019,Belgique,Bruxelle,SUPINFO de Bruxelle,,Nanjing University of Posts and Telecommunications,,,"'JPO','Salon etudiant','JoForum'",finish
Cherry,Marioneau,cmarioneau6r@behance.net,Female,Canada,+1 950 370 5823,7,20/2/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CAPGEMINI,Université du Québec en Abitibi-Témiscamingue,CDD,73,"'JPO','Salon etudiant','JoForum'",stop
Benedetto,Gosalvez,bgosalvez6s@canalblog.com,Male,Poland,+48 852 612 1344,43,13/3/2013,France,Montpellier,SUPINFO de Montpellier,,Pedagogical University of Krakow,,,"'JPO','Salon etudiant','JoForum'",finish
Lari,Despenser,ldespenser6t@scribd.com,Female,Portugal,+351 468 483 0648,30,12/5/2012,Italie,Rome,SUPINFO de Rome,SOFTTEAMS,Instituto Superior de Ciências do Trabalho e da Empresa,CTT,49,"'JPO','Salon etudiant','JoForum'",finish
Kordula,Castell,kcastell6u@instagram.com,Female,Portugal,+351 296 482 7836,3,7/10/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,GFI,Universidade de Lisboa,Interim,17,"'JPO','Salon etudiant','JoForum'",finish
Codie,Tomowicz,ctomowicz6v@elpais.com,Female,United States,+1 720 932 3962,58,16/4/2015,Italie,Rome,SUPINFO de Rome,,Ohio University - Southern,,,"'JPO','Salon etudiant','JoForum'",finish
Tobi,Allsopp,tallsopp6w@instagram.com,Female,Poland,+48 701 486 2080,32,31/7/2014,Reunion,Saint Denis,SUPINFO de Saint Denis,IUC,Technical University of Poznan,CDD,35,"'JPO','Salon etudiant','JoForum'",continue
Camey,Godding,cgodding6x@baidu.com,Male,Costa Rica,+506 515 584 2141,26,1/12/2012,Italie,Rome,SUPINFO de Rome,,Universidad Fundepos Alma Mater,,,"'JPO','Salon etudiant','JoForum'",stop
Gregorius,Loadsman,gloadsman6y@timesonline.co.uk,Male,United States,+1 203 710 3277,23,17/2/2017,Italie,Rome,SUPINFO de Rome,ORACLE,Southeastern Bible College,CDD,38,"'JPO','Salon etudiant','JoForum'",finish
Winnifred,Challes,wchalles6z@google.ru,Female,Ukraine,+380 997 510 2057,32,5/11/2012,Reunion,Saint Denis,SUPINFO de Saint Denis,AMAZON,Khmelnitsky National University,CDI,52,"'JPO','Salon etudiant','JoForum'",finish
Tana,Blything,tblything70@spiegel.de,Female,Russia,+7 254 319 2435,20,27/2/2020,Maurice,Port Louis,SUPINFO de Port Louis,,Ural State Technical University,,,"'JPO','Salon etudiant','JoForum'",finish
Lizzie,Ramalho,lramalho71@vistaprint.com,Female,Norway,+47 690 303 3184,56,10/4/2018,Maurice,Port Louis,SUPINFO de Port Louis,RUEDUCOMMERCE,Agricultural University of Norway,Interim,38,"'JPO','Salon etudiant','JoForum'",stop
Harland,Lillistone,hlillistone72@psu.edu,Male,Indonesia,+62 254 412 0125,67,26/5/2019,France,Paris,SUPINFO de Paris,,Universitas Narotama,,,"'JPO','Salon etudiant','JoForum'",stop
Brodie,Bog,bbog73@sfgate.com,Male,Honduras,+504 187 944 0096,69,28/10/2010,Chine,Pekin,SUPINFO de Pekin,MTN,Universidad Metropolitana de Honduras,Alternance,43,"'JPO','Salon etudiant','JoForum'",continue
Deane,Scatchard,dscatchard74@sourceforge.net,Female,Colombia,+57 614 822 0012,41,29/9/2018,France,Lille,SUPINFO de Lille,FREE,Universidad Adventista de Colombia,CDI,3,"'JPO','Salon etudiant','JoForum'",stop
Tadio,Youle,tyoule75@topsy.com,Male,Thailand,+66 766 537 3715,61,14/9/2015,Chine,Pekin,SUPINFO de Pekin,,National Institute of Development Administration,,,"'JPO','Salon etudiant','JoForum'",stop
Julee,Steven,jsteven76@google.com.br,Female,Honduras,+504 259 184 6298,63,17/7/2019,Reunion,Saint Denis,SUPINFO de Saint Denis,,Universidad Tecnológica Centroamericana,,,"'JPO','Salon etudiant','JoForum'",continue
Jocelin,McCrossan,jmccrossan77@bluehost.com,Female,China,+86 327 812 9452,52,2/7/2018,Maurice,Port Louis,SUPINFO de Port Louis,AMAZON,Shanghai Second Polytechnic University,CDD,41,"'JPO','Salon etudiant','JoForum'",continue
Harrison,Gumm,hgumm78@globo.com,Male,Brazil,+55 472 692 7998,62,19/11/2012,Chine,Pekin,SUPINFO de Pekin,SHINKA,Universidade Estadual de Maringá,CDI,64,"'JPO','Salon etudiant','JoForum'",continue
Marice,Westfalen,mwestfalen79@tinyurl.com,Female,Greece,+30 810 398 0845,11,7/5/2015,Chine,Pekin,SUPINFO de Pekin,CISCO,University of LaVerne in Athens,CTT,42,"'JPO','Salon etudiant','JoForum'",finish
Judye,Dabourne,jdabourne7a@quantcast.com,Female,Russia,+7 526 890 6397,61,17/8/2013,Reunion,Saint Denis,SUPINFO de Saint Denis,IUC,Kalmyk State University,CDD,34,"'JPO','Salon etudiant','JoForum'",finish
Aimee,Keighly,akeighly7b@xinhuanet.com,Female,Sweden,+46 656 292 9848,70,10/8/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,,Kalmar University College,,,"'JPO','Salon etudiant','JoForum'",continue
Tibold,Kernan,tkernan7c@newsvine.com,Male,Argentina,+54 951 792 4650,12,21/10/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,AKKA,Universidad Abierta Interamericana,CTT,7,"'JPO','Salon etudiant','JoForum'",finish
Guthrie,Kersey,gkersey7d@nih.gov,Male,Sweden,+46 960 429 3613,17,18/6/2015,Maroc,Casablanca,SUPINFO de Casablanca,CAPGEMINI,Chalmers University of Technology,Alternance,4,"'JPO','Salon etudiant','JoForum'",continue
Barbara,Oglesbee,boglesbee7e@hud.gov,Female,France,+33 675 768 8469,44,6/2/2012,Italie,Rome,SUPINFO de Rome,RUEDUCOMMERCE,Institut National Polytechnique de Toulouse,CTT,41,"'JPO','Salon etudiant','JoForum'",finish
Olive,Cunnow,ocunnow7f@cnbc.com,Female,China,+86 758 977 0371,5,30/12/2017,Reunion,Saint Denis,SUPINFO de Saint Denis,ACCENTURE,Fujian Agricultural University,CDD,60,"'JPO','Salon etudiant','JoForum'",finish
Gwendolyn,Spellar,gspellar7g@rediff.com,Female,China,+86 472 476 6801,55,7/9/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,ADVENCE CAMEROUN,Shanxi Agricultural University,Interim,39,"'JPO','Salon etudiant','JoForum'",stop
Rod,Fencott,rfencott7h@hc360.com,Male,China,+86 455 994 0899,61,2/3/2012,Italie,Rome,SUPINFO de Rome,,Shanghai Dainji University,,,"'JPO','Salon etudiant','JoForum'",finish
Alana,Blaschek,ablaschek7i@dedecms.com,Female,China,+86 383 356 9828,19,23/1/2010,Italie,Rome,SUPINFO de Rome,,Northern Sichuan Medical College,,,"'JPO','Salon etudiant','JoForum'",continue
Fiann,St. Louis,fstlouis7j@pagesperso-orange.fr,Female,Indonesia,+62 512 496 8785,33,28/1/2011,Italie,Rome,SUPINFO de Rome,OPEN,Universitas Sumatera Utara,CTT,13,"'JPO','Salon etudiant','JoForum'",finish
Archer,Plank,aplank7k@shop-pro.jp,Male,China,+86 362 126 6332,37,25/9/2019,Italie,Rome,SUPINFO de Rome,,Guangxi University for Nationalities,,,"'JPO','Salon etudiant','JoForum'",continue
Sigfried,Dummett,sdummett7l@indiatimes.com,Male,Lesotho,+266 585 380 9241,21,3/9/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,HUAWEI,National University of Lesotho,Alternance,13,"'JPO','Salon etudiant','JoForum'",continue
Shayla,Zienkiewicz,szienkiewicz7m@prlog.org,Female,Indonesia,+62 414 702 1319,18,24/12/2015,France,Paris,SUPINFO de Paris,MRC,Universitas Gajayana Malang,Alternance,78,"'JPO','Salon etudiant','JoForum'",continue
Filmer,Genike,fgenike7n@csmonitor.com,Male,China,+86 273 254 2207,62,15/3/2014,Italie,Rome,SUPINFO de Rome,IUC,Yunnan University,CDD,32,"'JPO','Salon etudiant','JoForum'",continue
Audra,Casine,acasine7o@list-manage.com,Female,Costa Rica,+506 496 987 4413,51,2/2/2012,Reunion,Saint Denis,SUPINFO de Saint Denis,ASI,Universidad Veritas,CDI,26,"'JPO','Salon etudiant','JoForum'",continue
Tab,Romayne,tromayne7p@infoseek.co.jp,Male,China,+86 818 855 6831,70,5/6/2011,Maurice,Port Louis,SUPINFO de Port Louis,AKKA,Yan'an University,CDD,48,"'JPO','Salon etudiant','JoForum'",continue
Ranice,Gallyon,rgallyon7q@wix.com,Female,Indonesia,+62 854 979 2777,70,19/5/2012,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,HUAWEI,Universitas Persada Indonesia Y.A.I,CTT,22,"'JPO','Salon etudiant','JoForum'",finish
Allie,Hinsch,ahinsch7r@comsenz.com,Female,China,+86 744 871 4490,33,6/1/2012,Chine,Pekin,SUPINFO de Pekin,,Shenyang Institute of Chemical Technology,,,"'JPO','Salon etudiant','JoForum'",continue
Brenden,Waddoups,bwaddoups7s@cornell.edu,Male,Canada,+1 674 754 8298,8,2/5/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,THALES,Conestoga College,CDI,24,"'JPO','Salon etudiant','JoForum'",continue
Abbye,MacCheyne,amaccheyne7t@eventbrite.com,Female,Indonesia,+62 150 895 5224,53,27/7/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universitas Tunas Pembangunan,,,"'JPO','Salon etudiant','JoForum'",finish
Melany,Ringrose,mringrose7u@wikimedia.org,Female,Thailand,+66 103 692 0167,64,21/9/2020,Maroc,Casablanca,SUPINFO de Casablanca,,Asian Institute of Technology,,,"'JPO','Salon etudiant','JoForum'",continue
Durward,Clarkin,dclarkin7v@i2i.jp,Male,Indonesia,+62 924 954 5956,8,24/10/2019,Belgique,Bruxelle,SUPINFO de Bruxelle,AMAZON,Universitas Negeri Yogyakarta,CTT,28,"'JPO','Salon etudiant','JoForum'",finish
Kynthia,Serrell,kserrell7w@github.com,Female,Germany,+49 314 735 2135,44,10/8/2016,Italie,Rome,SUPINFO de Rome,MRC,Karlshochschule International University,CTT,9,"'JPO','Salon etudiant','JoForum'",continue
Jocko,Henke,jhenke7x@addthis.com,Male,China,+86 897 628 0582,36,2/9/2018,France,Grenoble,SUPINFO de Grenoble,ALL4TEST,Inner Mongolia Agricultural University,Alternance,75,"'JPO','Salon etudiant','JoForum'",continue
Connor,Costelow,ccostelow7y@go.com,Male,Japan,+81 395 273 5537,61,13/8/2011,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,OPEN,Osaka College of Music,Alternance,49,"'JPO','Salon etudiant','JoForum'",finish
Pennie,Muncie,pmuncie7z@mozilla.org,Female,China,+86 513 535 8418,37,4/5/2012,Maurice,Port Louis,SUPINFO de Port Louis,,Buddhist Acamedy of China,,,"'JPO','Salon etudiant','JoForum'",finish
Shellysheldon,Kalkhoven,skalkhoven80@prweb.com,Male,Portugal,+351 951 861 8985,22,6/7/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AMAZON,Instituto Superior de Entre Douro e Vouga,CDI,28,"'JPO','Salon etudiant','JoForum'",continue
Eldon,Lyon,elyon81@a8.net,Male,Kazakhstan,+7 380 228 1271,55,11/10/2012,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,MRC,Aktau State University,CDD,37,"'JPO','Salon etudiant','JoForum'",finish
Thedric,Lukasik,tlukasik82@behance.net,Male,Honduras,+504 253 136 2173,14,8/8/2012,Belgique,Bruxelle,SUPINFO de Bruxelle,HUAWEI,Escuela Agricola Panamericana Zamorano,CDI,54,"'JPO','Salon etudiant','JoForum'",stop
Charlie,McGinlay,cmcginlay83@businesswire.com,Male,Philippines,+63 875 197 4131,58,30/11/2016,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,SOFTTEAMS,University of Eastern Philippines,Interim,10,"'JPO','Salon etudiant','JoForum'",continue
Witty,Twitty,wtwitty84@slideshare.net,Male,China,+86 270 105 2986,56,24/1/2017,Chine,Pekin,SUPINFO de Pekin,,Northwest University Xi'an,,,"'JPO','Salon etudiant','JoForum'",continue
Tye,Kepp,tkepp85@alibaba.com,Male,France,+33 888 810 4676,50,28/7/2013,Maroc,Casablanca,SUPINFO de Casablanca,ALTRAM,Université Montesquieu (Bordeaux IV),CDD,8,"'JPO','Salon etudiant','JoForum'",continue
Ursola,Bowld,ubowld86@google.co.jp,Female,Peru,+51 562 765 8299,1,1/4/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universidad Nacional San Luis Gonzaga,,,"'JPO','Salon etudiant','JoForum'",continue
Caren,Bresner,cbresner87@technorati.com,Female,France,+33 502 210 9831,42,4/1/2012,Chine,Pekin,SUPINFO de Pekin,CAMTEL,Ecole Centrale de Lille,CDD,30,"'JPO','Salon etudiant','JoForum'",stop
Yorke,Jaynes,yjaynes88@wikipedia.org,Male,Russia,+7 629 485 5517,57,3/5/2014,Maroc,Casablanca,SUPINFO de Casablanca,ALL4TEST,Russian Academy of Theatre Arts,CDI,2,"'JPO','Salon etudiant','JoForum'",continue
Lon,Koppen,lkoppen89@amazon.de,Male,Portugal,+351 897 806 5723,69,5/10/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,IUC,Instituto Superior de Ciências do Trabalho e da Empresa,CDD,76,"'JPO','Salon etudiant','JoForum'",stop
Shell,Neilan,sneilan8a@nasa.gov,Female,Poland,+48 305 247 7756,33,12/6/2012,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ADVENCE CAMEROUN,Agricultural University of Warsaw,Alternance,30,"'JPO','Salon etudiant','JoForum'",stop
Cacilie,MacGowan,cmacgowan8b@surveymonkey.com,Female,Mexico,+52 588 231 9049,18,17/1/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ALL4TEST,Universidad La Salle,Interim,37,"'JPO','Salon etudiant','JoForum'",continue
Halette,Spilsbury,hspilsbury8c@google.nl,Female,Yemen,+967 196 424 3069,10,26/7/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,ACCENTURE,Hodeidah University,Interim,53,"'JPO','Salon etudiant','JoForum'",continue
Donnamarie,McBrearty,dmcbrearty8d@bravesites.com,Female,Indonesia,+62 559 671 1222,38,13/1/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,MRC,Universitas Trisakti,CDI,1,"'JPO','Salon etudiant','JoForum'",finish
Catina,Torns,ctorns8e@virginia.edu,Female,Northern Mariana Islands,+1 614 421 6207,36,10/12/2018,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Centro Universitário Barao de Maua,,,"'JPO','Salon etudiant','JoForum'",continue
Cad,Sloss,csloss8f@nih.gov,Male,Croatia,+385 680 663 8173,60,25/9/2011,Maurice,Port Louis,SUPINFO de Port Louis,IUC,University of Zagreb,CDI,11,"'JPO','Salon etudiant','JoForum'",continue
Alane,Zeale,azeale8g@php.net,Female,France,+33 468 578 4275,16,1/8/2017,France,Lyon,SUPINFO de Lyon,MRC,European Business School,CDD,50,"'JPO','Salon etudiant','JoForum'",continue
Tamarra,Daunay,tdaunay8h@timesonline.co.uk,Female,France,+33 959 306 8784,30,2/11/2014,Maroc,Casablanca,SUPINFO de Casablanca,IBM,Ecole Nationale Supérieure de Chimie de Lille,CDI,23,"'JPO','Salon etudiant','JoForum'",continue
Charissa,Wederell,cwederell8i@wordpress.com,Female,Canada,+1 106 477 4999,22,13/7/2017,Maurice,Port Louis,SUPINFO de Port Louis,,Concordia University,,,"'JPO','Salon etudiant','JoForum'",stop
Lorna,Mumbray,lmumbray8j@networksolutions.com,Female,China,+86 811 446 4414,6,18/3/2013,Chine,Pekin,SUPINFO de Pekin,,Beijing Language and Culture University,,,"'JPO','Salon etudiant','JoForum'",stop
Godiva,Lorroway,glorroway8k@nbcnews.com,Female,Cuba,+53 318 208 2506,16,7/3/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,SOGETI,Universidad de Pinar del Río,CTT,72,"'JPO','Salon etudiant','JoForum'",stop
Kinny,Nealon,knealon8l@reuters.com,Male,Indonesia,+62 532 121 3739,5,10/2/2019,Belgique,Bruxelle,SUPINFO de Bruxelle,THALES,Universitas Syiah Kuala,CDI,52,"'JPO','Salon etudiant','JoForum'",finish
Joshia,Poulden,jpoulden8m@1688.com,Male,Ukraine,+380 953 909 8156,52,11/9/2012,Italie,Rome,SUPINFO de Rome,AFRIK-SOLUTION,East Ukrainian National University,Interim,74,"'JPO','Salon etudiant','JoForum'",continue
Rivalee,Wesgate,rwesgate8n@nsw.gov.au,Female,Colombia,+57 853 722 3202,52,21/10/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universidad de Cartagena,,,"'JPO','Salon etudiant','JoForum'",stop
Lisbeth,Crich,lcrich8o@forbes.com,Female,Armenia,+374 406 720 0428,3,25/3/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,MRC,Mehrabyan Medical Institute and Medical College,CDD,23,"'JPO','Salon etudiant','JoForum'",continue
Neils,Coxhell,ncoxhell8p@imageshack.us,Male,Japan,+81 765 672 3890,24,6/7/2012,Chine,Pekin,SUPINFO de Pekin,,Hokkaido Information University,,,"'JPO','Salon etudiant','JoForum'",continue
Jessie,Callcott,jcallcott8q@nyu.edu,Female,Thailand,+66 663 712 1072,37,1/2/2013,Belgique,Bruxelle,SUPINFO de Bruxelle,RUEDUCOMMERCE,Srinakharinwirot University,CDD,57,"'JPO','Salon etudiant','JoForum'",finish
Russ,Brickham,rbrickham8r@aol.com,Male,China,+86 802 610 5022,50,28/4/2019,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Nanjing Agricultural University,,,"'JPO','Salon etudiant','JoForum'",continue
Turner,Jellings,tjellings8s@issuu.com,Male,Sweden,+46 603 560 5851,51,7/1/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Uppsala University,,,"'JPO','Salon etudiant','JoForum'",finish
Glynn,McCourtie,gmccourtie8t@cornell.edu,Male,Peru,+51 169 393 5669,38,4/4/2017,Reunion,Saint Denis,SUPINFO de Saint Denis,ALL4TEST,Universidad de Lambayeque,Alternance,58,"'JPO','Salon etudiant','JoForum'",stop
Vivyanne,Shellcross,vshellcross8u@free.fr,Female,China,+86 740 331 5990,24,17/10/2020,Maurice,Port Louis,SUPINFO de Port Louis,OPEN,Yanbian University of Science and Technology,Interim,9,"'JPO','Salon etudiant','JoForum'",finish
Ogdan,Dismore,odismore8v@marketwatch.com,Male,Honduras,+504 185 964 5882,39,23/9/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,SHINKA,Universidad Tecnológica Centroamericana,Alternance,67,"'JPO','Salon etudiant','JoForum'",stop
Gaven,Coultass,gcoultass8w@archive.org,Male,France,+33 770 220 0888,69,27/2/2018,Maroc,Casablanca,SUPINFO de Casablanca,ASI,Université de Bretagne Occidentale,CDI,20,"'JPO','Salon etudiant','JoForum'",finish
Phyllida,Meriel,pmeriel8x@whitehouse.gov,Female,Brazil,+55 664 782 7312,20,31/5/2013,Maroc,Casablanca,SUPINFO de Casablanca,SHINKA,Universidade Estadual do Oeste do Paraná,Alternance,48,"'JPO','Salon etudiant','JoForum'",finish
Sharity,Towll,stowll8y@ucla.edu,Female,China,+86 149 536 9155,13,19/12/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Jilin Agricultural University,,,"'JPO','Salon etudiant','JoForum'",stop
Bab,Babbs,bbabbs8z@deviantart.com,Female,United States,+1 210 806 0212,21,24/8/2010,Chine,Pekin,SUPINFO de Pekin,,Tennessee Wesleyan College,,,"'JPO','Salon etudiant','JoForum'",continue
Jereme,Leys,jleys90@ning.com,Male,United Kingdom,+44 718 574 3448,59,21/2/2013,Maurice,Port Louis,SUPINFO de Port Louis,MTN,Swansea Metropolitan University,Interim,22,"'JPO','Salon etudiant','JoForum'",continue
Maddi,Taylot,mtaylot91@wix.com,Female,Indonesia,+62 903 167 9322,68,2/10/2011,France,Caen,SUPINFO de Caen,THALES,Universitas Islam Jakarta,CDI,50,"'JPO','Salon etudiant','JoForum'",finish
Vittorio,Sandbrook,vsandbrook92@squarespace.com,Male,Russia,+7 147 542 1003,30,22/4/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,CDISCOUNT,Kuzbass State Technical University,CDD,49,"'JPO','Salon etudiant','JoForum'",finish
Aleda,Delatour,adelatour93@europa.eu,Female,Nicaragua,+505 832 580 6587,61,27/7/2015,Maroc,Casablanca,SUPINFO de Casablanca,SOGETI,Universidad Hispanoamericana,Interim,34,"'JPO','Salon etudiant','JoForum'",finish
Jacquenetta,Tonkinson,jtonkinson94@odnoklassniki.ru,Female,South Africa,+27 903 591 2889,34,15/9/2018,Maurice,Port Louis,SUPINFO de Port Louis,,"Central University of Technology, Free State",,,"'JPO','Salon etudiant','JoForum'",stop
Kellen,Barniss,kbarniss95@goodreads.com,Female,Indonesia,+62 246 653 5487,27,16/7/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universitas Sanata Dharma,,,"'JPO','Salon etudiant','JoForum'",stop
Brion,Burwell,bburwell96@flickr.com,Male,Pakistan,+92 292 765 0755,5,5/7/2011,Italie,Rome,SUPINFO de Rome,GFI,Baqai Medical University,Alternance,17,"'JPO','Salon etudiant','JoForum'",continue
Daphne,Barus,dbarus97@fastcompany.com,Female,Spain,+34 946 289 7604,34,20/4/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,CAMTEL,Universidad Cardenal Herrera-CEU,CTT,51,"'JPO','Salon etudiant','JoForum'",continue
Sam,Byrnes,sbyrnes98@imdb.com,Female,Sweden,+46 738 495 5139,60,15/3/2015,Belgique,Bruxelle,SUPINFO de Bruxelle,CDISCOUNT,Mid-Sweden University,CDD,76,"'JPO','Salon etudiant','JoForum'",finish
Adrian,Slides,aslides99@4shared.com,Female,Ukraine,+380 755 328 6973,22,1/10/2014,France,Lyon,SUPINFO de Lyon,MICHELIN,Dnepropetrovsk National University,CDI,26,"'JPO','Salon etudiant','JoForum'",finish
Eimile,Gosnoll,egosnoll9a@mtv.com,Female,Indonesia,+62 172 538 1836,47,17/1/2018,Chine,Pekin,SUPINFO de Pekin,CAMTEL,Universitas Palangka Raya,CDD,29,"'JPO','Salon etudiant','JoForum'",continue
Barrie,Jennions,bjennions9b@ihg.com,Female,Portugal,+351 607 868 8746,16,16/8/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,SAFRAM,Instituto Superior de Assistentes e Intérpretes,Alternance,44,"'JPO','Salon etudiant','JoForum'",stop
